DataUploaded,ProcessedBy,DatePlanted,"PlanterType
",CollectionSite,CollectionDate,Species,TagID,Condition ,Mass(g),Width(cm),Propagule Length(cm),RadicleLength(cm),PropaguleColor,RadicleColor,Float(Y/N),PartofSomething,notes,,RetiredVariables,Damage?(Y/N),DateGerminated,total length(cm)
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1030,H,1.22,1.4,1.8,2,G,B,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1031,H,1.27,1.2,2.1,2.5,G,B,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1032,H,1.32,1.4,2.1,2.1,G,B,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1033,H,1.72,1.5,2.3,1.5,G,G,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1034,H,1.5,1.7,2.4,1.6,G,G,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1035,H,1.43,1.5,1.9,1.6,G,G,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1036,H,1.45,1.4,2,1.6,G,G,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1037,H,1,1.3,1.7,1.7,G,B,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1038,H,1.51,1.5,2,1.6,G,G,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1039,H,2.5,1.9,2.4,1.5,G,G,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1040,H,0.96,1.2,1.9,1.2,G,G,N,N,,,,,,
LG,"LG, ST",9/29/2023,"3""TP",CP,9/28/2023,AVGE,1041,H,1.76,1.6,2,1.8,G,B,N,N,,,,,,
HH,HH,9/29/2023,"3""TP",SARI,9/21/2023,AVGE,1042,N,1.81,1.9,2.5,2,G,B,Y,N,,,,,,
HH,HH,9/29/2023,"3""TP",SARI,9/21/2023,AVGE,1043,N,1.4,1.6,2.2,2.1,G,BG,Y,N,,,,,,
HH,HH,9/29/2023,"3""TP",SARI,9/21/2023,AVGE,1044,N,1.65,1.6,2.3,1.8,G,B,N,N,,,,,,
HH,HH,9/29/2023,"3""TP",SARI,9/21/2023,AVGE,1045,N,1.74,1.8,2.3,2.1,G,BG,Y,N,,,,,,
HH,HH,9/29/2023,"3""TP",SARI,9/21/2023,AVGE,1046,H,1.26,1.5,2.2,1.5,G,BG,Y,N,,,,,,
HH,HH,9/29/2023,"3""TP",SARI,9/21/2023,AVGE,1047,H,0.55,1.2,1.8,1.1,G,G,Y,N,,,,,,
HH,HH,9/29/2023,"3""TP",SARI,9/21/2023,AVGE,1048,H,1.39,1.7,2.3,1.7,G,B,Y,N,,,,,,
HH,HH,9/29/2023,"3""TP",SARI,9/21/2023,AVGE,1049,H,1,1.2,1.9,1.6,G,G,Y,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1050,H,0.86,1.9,2.2,3.2,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1051,H,0.99,1.5,2.1,2.1,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1052,H,2.28,1.8,1.8,2.7,G,G,Y,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1053,H,2.3,2,2.5,2.2,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1054,H,1.97,1.5,2,1.8,G,G,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1055,H,1.73,2.2,2.4,2.7,G,B,Y,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1056,H,1.11,1.7,1.8,1.7,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1057,H,1.47,1.7,2.3,3,G,B,Y,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1058,H,1.35,1.2,2,1.8,G,G,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1059,H,1.58,1.8,2.3,1,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1060,H,1.39,1.5,1.7,1.8,G,G,Y,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1061,H,1.59,1.9,2.5,2.5,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1062,H,1.45,1.3,2,1.7,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1063,H,1.24,1.6,2.2,2.2,G,B,Y,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1064,H,0.71,1.3,1.3,1.8,G,G,Y,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1065,H,1.34,1.8,2.2,2.2,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1066,H,1.48,1.4,2,2,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1067,H,1.7,1.8,1.5,3,G,B,Y,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1068,H,1.82,1.2,2,2,G,G,Y,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1069,H,1.06,1.6,2.3,2.1,G,G,Y,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1070,H,1.4,1.2,1.9,1.9,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1071,H,1.18,1.6,2.2,1.8,G,G,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1072,H,1.39,1.5,2.1,2.3,G,G,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1073,H,1.55,1.8,2.5,1.9,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1074,H,1.12,1.1,1.7,1.5,G,GB,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1075,H,1.17,1.5,2,1.4,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1076,H,1.24,1.5,1.9,1.9,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1077,H,1.26,1.7,2.2,1.6,G,G,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1078,H,1.15,1.3,2,1.8,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1079,H,1.26,1.5,2.2,2,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1080,H,1.47,1.5,2,1.9,GB,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1081,H,1.63,2,2.4,1.7,G,G,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1082,H,0.57,1,1.5,2,G,G,Y,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1083,H,0.89,1.2,2,1.3,G,B,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1084,H,0.82,1.3,1.9,1.7,G,GB,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1085,H,0.77,1.1,1.6,2.1,G,G,Y,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1086,H,1.52,1.5,2,1.5,G,G,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1087,H,0.67,1.3,1.6,1.4,G,G,Y,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1088,H,1.6,1.2,1.9,1.4,G,G,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1089,H,1,1.5,1.8,1.2,G,G,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1090,H,1.57,1.6,2.2,1.5,G,G,N,N,,,,,,
JS,JS,10/2/2023,"4""TP",CP,9/28/2023,AVGE,1091,H,1.29,1.3,2,1.6,G,G,N,N,,,,,,
AR,"AR,LU",10/5/2023,"3""TP",SARI,9/21/2023,AVGE,1092,H,1.92,2,2.5,1.9,G,G,Y,N,ROOTS,,,,,
AR,"AR,LU",10/5/2023,"3""TP",SARI,9/21/2023,AVGE,1093,H,1.69,1.9,2.2,1.6,G,G,Y,N,,,,,,
AR,"AR,LU",10/5/2023,"3""TP",SARI,9/21/2023,AVGE,1094,H,1.84,1.8,2.3,2.4,G,G,Y,N,,,,,,
AR,"AR,LU",10/5/2023,"3""TP",CP,9/28/2023,AVGE,1095,H,1.17,1.5,1.5,1.9,G,G,N,N,,,,,,
AR,"AR,LU",10/5/2023,"3""TP",CP,9/28/2023,AVGE,1096,H,1.81,1.9,2.2,2.1,G,G,N,N,,,,,,
AR,"AR,LU",10/5/2023,"3""TP",CP,9/28/2023,AVGE,1097,H,1.65,1.7,2,1.5,G,G,Y,N,,,,,,
AR,"AR,LU",10/5/2023,"3""TP",CP,9/28/2023,AVGE,1098,H,1.61,1.7,2,1.7,G,G,Y,N,,,,,,
AR,"AR,LU",10/5/2023,"3""TP",CP,9/28/2023,AVGE,1099,H,1.14,1.6,1.8,1.6,G,G,Y,N,,,,,,
DIRECT ENTRY,"KT,AR",10/6/2023,"3""TP",SARI,9/21/2023,AVGE,1100,H,1.57,1.6,2.2,<.1,G,B,Y,N,,,,,,
DIRECT ENTRY,"KT,AR",10/6/2023,"3""TP",SARI,9/21/2023,AVGE,1101,H,0.96,1.2,1.5,1,G,B,Y,N,,,,,,
DIRECT ENTRY,"KT,AR",10/6/2023,"3""TP",SARI,9/21/2023,AVGE,1102,H,1.8,1.6,2,1,G,B,Y,N,,,,,,
LU,AJH,6/9/2021,,Vessup Salt Pond,6/1/2021,AVGE,1,D,2.16,2,,0.3,Gr,Gr,N,,brusing,,,,,
LU,AJH,6/9/2021,,Vessup Salt Pond,6/1/2021,AVGE,2,D,1.42,1.5,,0.4,GrBr,Br,N,,brusing,,,,,
LU,AJH,6/9/2021,,Vessup Salt Pond,6/1/2021,AVGE,3,D,2.37,1.9,,0.5,GrBr,Br,N,,brusing,,,,,
LU,AJH,6/9/2021,,Vessup Salt Pond,6/1/2021,AVGE,4,D,2.74,2.2,,0.3,Gr,Gr,N,,brusing,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/1/2021,AVGE,5,UD,2.2,1.9,,0.3,Gr,Gr,Y,,,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/1/2021,AVGE,6,UD,3.54,2.2,,0.3,Gr,Gr,Y,,,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,7,D,1.36,1.5,,0.5,Gr,Gr,Y,,nicks,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,8,D,2.1,1.6,,0.4,Gr,Gr,Y,,"nicks, bruising",,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,9,UD,0.84,1.2,,0.5,Gr,Gr,Y,,,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,10,D,1.12,1.3,,0.2,Gr,Gr,Y,,nicks,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,11,D,2.1,2,,0.1,Gr,Gr,Y,,nicks,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,12,D,1.14,1.4,,0.3,Gr,Gr,Y,,2 holes,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,13,D,3.88,2.1,,0.3,Gr,Gr,Y,,nicks,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,14,D,0.38,0.7,,0.1,Gr,Gr,Y,,bruising,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,15,D,1.86,1.6,,0.3,Gr,Gr,Y,,nicks,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,16,D,2.07,1.6,,0.5,Gr,Gr,Y,,nicks,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,17,UD,0.57,1,,0.2,Gr,Gr,Y,,,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,18,UD,2.28,1.8,,0.3,Gr,Gr,N,,,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,19,D,1.17,1.4,,0.1,Gr,Gr,N,,nick,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,20,D,1,1.2,,0.2,Gr,Gr,N,,1 nick,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,21,D,0.81,1.1,,0.5,Gr,Gr,N,,nicks,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,22,D,2.19,2,,0.2,Gr,Gr,N,,severe brusing,,,,,
LU,AJH,6/11/2021,,Vessup Salt Pond,6/10/2021,AVGE,23,D,3.17,2,,2,Br,Gr,N,,mostly brown,,,,,
LU,AJH,6/14/2021,,Vessup Salt Pond,6/10/2021,AVGE,24,D,1,1.3,,0.1,Gr,Gr,N,,Nicks,,,,,
LU,AJH,6/14/2021,,Vessup Salt Pond,6/10/2021,AVGE,25,D,1.44,1.5,,1.5,Gr,Gr,N,,one hole on leaf,,,,,
LU,AJH,6/14/2021,,Vessup Salt Pond,6/10/2021,AVGE,26,D,0.59,1.1,,0.1,Gr,Gr,N,,a nick,,,,,
LU,AJH,6/14/2021,,Vessup Salt Pond,6/10/2021,AVGE,27,D,1.42,1.6,,1.1,Gr,Gr,N,,nicks,,,,,
LU,AJH,6/14/2021,,Vessup Salt Pond,6/10/2021,AVGE,28,D,1.61,1.7,,0.3,Gr,Gr,N,,a hole,,,,,
LU,AJH,6/14/2021,,Vessup Salt Pond,6/10/2021,AVGE,29,D,1.97,1.5,,<0.1,Gr,Gr,N,,brusing,,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,30,UD,0.18,0.7,,NA,Gr,NA,Y,,dead,,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,31,D,1.32,1.5,,0.2,Gr,Gr,Y,,"alive, a hole",,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,32,D,0.3,0.8,,NA,Gr,NA,Y,,"dead,discoloration, holes",,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,33,D,0.81,1.4,,NA,Gr,NA,Y,,"alive,discoloration, holes",,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,34,D,0.39,0.8,,0.1,Gr,Gr,Y,,"alive,a hole",,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,35,D,0.55,1,,0.2,Gr,Gr,Y,,"alive,discoloration, holes",,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,36,D,0.5,1,,0.2,Gr,Gr,Y,,"dead, holes",,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,37,UD,0.93,1.3,,0.1,Gr,Gr,N,,dead,,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,38,D,0.49,1,,NA,Gr,NA,N,,"dead, discoloration, holes",,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,39,D,0.19,0.6,,NA,Gr,NA,N,,"dead,some gross spots, browning",,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,40,D,0.13,0.5,,NA,Gr,NA,N,,"dead, brown spot",,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,41,D,0.13,0.5,,NA,Gr,NA,N,,"dead, turning brown, bruising",,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,42,D,0.13,0.7,,NA,Gr,NA,N,,"dead, discoloration",,,,,
LU,"AJH,AND,KWG",6/17/2021,,Vessup Salt Pond,6/10/2021,AVGE,43,D,0.05,0.4,,NA,Br,NA,N,,"dead, turning brown",,,,,
LU,"AJH,AND,KWG",6/18/2021,,Vessup Salt Pond,6/10/2021,AVGE,44,D,0.7,1.4,,0.3,Gr,Br,Y,,"dead, herbivory holes, eggs inside",,,,,
LU,"AJH,AND,KWG",6/18/2021,,Vessup Salt Pond,6/10/2021,AVGE,45,D,1.27,1.8,,0.3,Gr,Gr,Y,,"alive, herbivory holes, eggs inside",,,,,
LU,"AJH,AND,KWG",6/18/2021,,Vessup Salt Pond,6/10/2021,AVGE,46,UD,2.92,2.2,,0.6,Gr,Gr,Y,,alive,,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,47,D,1.38,1.5,,0.5,Gray,Wt,N,,"G, N",,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,48,D,0.43,1,,0.7,Gr,Br,N,,H,,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,49,D,0.38,0.9,,0.6,Gr,Wt,N,,"H, N",,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,50,D,0.55,1.1,,1.1,Gr,Wt,N,,H,,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,51,D,0.34,1.1,,0.6,Yellow Gr,Br,N,,"B, N",,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,52,D,0.43,1.1,,0.7,Yellow Gr,Br,N,,H,,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,53,D,0.43,0.8,,0.7,Gr,Br,N,,H,,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,54,D,0.5,1.1,,0.8,Gr,Br,N,,H,,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,55,D,0.6,1.2,,0.7,Gr,Wt,N,,H,,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,56,D,0.26,0.7,,0.4,Yellow Gr,Wt,N,,"B, H",,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,57,D,0.31,0.9,,0.5,Yellow Gr,Wt,N,,"B, H",,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,58,D,0.97,1.6,,3.5,Gr,Br,N,,H,,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,59,D,0.48,0.9,,0.8,Gr,Br,N,,H,,,,,
LU,"KWG, AND",6/29/2021,,Vessup Salt Pond,6/1/2021,AVGE,60,D,0.34,0.8,,2.5,Gr,Wt,Y,,"N, H",,,,,
LU,"AND, AJH",7/6/2021,,Vessup Salt Pond,7/6/2021,AVGE,61,D,1.69,1.7,,0.2,Gr,G,Y,,"B, H",,,,,
LU,AJH,7/12/2021,,na,various,AVGE,62,D,0.47,1,,0.1,Gr,Br,N,,"G,B,N",,,,,
LU,AJH,7/21/2021,,Vessup Salt Pond,Various,AVGE,63,D,0.94,1.2,,<0.1,Gr,NA,N,,Hole,,,,,
LU,AJH,7/21/2021,,Vessup Salt Pond,Various,AVGE,64,D,1,1.2,,<0.1,Gr,NA,N,,"mold, gross",,,,,
LU,AJH,7/21/2021,,Vessup Salt Pond,Various,AVGE,65,D,0.72,1.2,,<0.1,Gr,NA,N,,"B, hole",,,,,
LU,,,,,,AVGE,66,,,,,,,,,,,,,,,
LU,,,,,,AVGE,67,,,,,,,,,,,,,,,
LU,,,,,,AVGE,68,,,,,,,,,,,,,,,
LU,,,,,,AVGE,69,,,,,,,,,,,,,,,
LU,,,,,,AVGE,70,,,,,,,,,,,,,,,
LU,,,,,,AVGE,71,,,,,,,,,,,,,,,
LU,,,,,,AVGE,72,,,,,,,,,,,,,,,
LU,,,,,,AVGE,73,,,,,,,,,,,,,,,
LU,,,,,,AVGE,74,,,,,,,,,,,,,,,
LU,,,,,,AVGE,75,,,,,,,,,,,,,,,
LU,,,,,,AVGE,76,,,,,,,,,,,,,,,
LU,,,,,,AVGE,77,,,,,,,,,,,,,,,
LU,,,,,,AVGE,78,,,,,,,,,,,,,,,
LU,,,,,,AVGE,79,,,,,,,,,,,,,,,
LU,,,,,,AVGE,80,,,,,,,,,,,,,,,
LU,,,,,,AVGE,81,,,,,,,,,,,,,,,
LU,,,,,,AVGE,82,,,,,,,,,,,,,,,
LU,,,,,,AVGE,83,,,,,,,,,,,,,,,
LU,,,,,,AVGE,84,,,,,,,,,,,,,,,
LU,,,,,,AVGE,85,,,,,,,,,,,,,,,
LU,,,,,,AVGE,86,,,,,,,,,,,,,,,
LU,,,,,,AVGE,87,,,,,,,,,,,,,,,
LU,,,,,,AVGE,88,,,,,,,,,,,,,,,
LU,,,,,,AVGE,89,,,,,,,,,,,,,,,
LU,,,,,,AVGE,90,,,,,,,,,,,,,,,
LU,,,,,,AVGE,91,,,,,,,,,,,,,,,
LU,,,,,,AVGE,92,,,,,,,,,,,,,,,
LU,,,,,,AVGE,93,,,,,,,,,,,,,,,
LU,,,,,,AVGE,94,,,,,,,,,,,,,,,
LU,,,,,,AVGE,95,,,,,,,,,,,,,,,
LU,,,,,,AVGE,96,,,,,,,,,,,,,,,
LU,,,,,,AVGE,97,,,,,,,,,,,,,,,
LU,,,,,,AVGE,98,,,,,,,,,,,,,,,
LU,,,,,,AVGE,99,,,,,,,,,,,,,,,
LU,,,,,,AVGE,100,,,,,,,,,,,,,,,
LU,,,,,,AVGE,101,,,,,,,,,,,,,,,
LU,,,,,,AVGE,102,,,,,,,,,,,,,,,
LU,,,,,,AVGE,103,,,,,,,,,,,,,,,
LU,,,,,,AVGE,104,,,,,,,,,,,,,,,
LU,,,,,,AVGE,105,,,,,,,,,,,,,,,
LU,,,,,,AVGE,106,,,,,,,,,,,,,,,
LU,,,,,,AVGE,107,,,,,,,,,,,,,,,
LU,,,,,,AVGE,108,,,,,,,,,,,,,,,
LU,,,,,,AVGE,109,,,,,,,,,,,,,,,
LU,,,,,,AVGE,110,,,,,,,,,,,,,,,
LU,,,,,,AVGE,111,,,,,,,,,,,,,,,
LU,,,,,,AVGE,112,,,,,,,,,,,,,,,
LU,,,,,,AVGE,113,,,,,,,,,,,,,,,
LU,,,,,,AVGE,114,,,,,,,,,,,,,,,
LU,,,,,,AVGE,115,,,,,,,,,,,,,,,
LU,,,,,,AVGE,116,,,,,,,,,,,,,,,
LU,,,,,,AVGE,117,,,,,,,,,,,,,,,
LU,,,,,,AVGE,118,,,,,,,,,,,,,,,
LU,,,,,,AVGE,119,,,,,,,,,,,,,,,
LU,,,,,,AVGE,120,,,,,,,,,,,,,,,
LU,,,,,,AVGE,121,,,,,,,,,,,,,,,
LU,,,,,,AVGE,122,,,,,,,,,,,,,,,
LU,,,,,,AVGE,123,,,,,,,,,,,,,,,
LU,,,,,,AVGE,124,,,,,,,,,,,,,,,
LU,,,,,,AVGE,125,,,,,,,,,,,,,,,
LU,,,,,,AVGE,126,,,,,,,,,,,,,,,
LU,,,,,,AVGE,127,,,,,,,,,,,,,,,
LU,,,,,,AVGE,128,,,,,,,,,,,,,,,
LU,,,,,,AVGE,129,,,,,,,,,,,,,,,
LU,,,,,,AVGE,130,,,,,,,,,,,,,,,
LU,,,,,,AVGE,131,,,,,,,,,,,,,,,
LU,,,,,,AVGE,132,,,,,,,,,,,,,,,
LU,,,,,,AVGE,133,,,,,,,,,,,,,,,
LU,,,,,,AVGE,134,,,,,,,,,,,,,,,
LU,,,,,,AVGE,135,,,,,,,,,,,,,,,
LU,,,,,,AVGE,136,,,,,,,,,,,,,,,
LU,,,,,,AVGE,137,,,,,,,,,,,,,,,
LU,,,,,,AVGE,138,,,,,,,,,,,,,,,
LU,,,,,,AVGE,139,,,,,,,,,,,,,,,
LU,,,,,,AVGE,140,,,,,,,,,,,,,,,
LU,,,,,,AVGE,141,,,,,,,,,,,,,,,
LU,,,,,,AVGE,142,,,,,,,,,,,,,,,
LU,,,,,,AVGE,143,,,,,,,,,,,,,,,
LU,,,,,,AVGE,144,,,,,,,,,,,,,,,
LU,,,,,,AVGE,145,,,,,,,,,,,,,,,
LU,,,,,,AVGE,146,,,,,,,,,,,,,,,
LU,,,,,,AVGE,147,,,,,,,,,,,,,,,
LU,,,,,,AVGE,148,,,,,,,,,,,,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,149,D,0.81,1.3,,1.6,Gr,Br,Y,,N,,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,150,D,1.15,1.4,,1,Gr,Br,Y,,N,,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,151,UD,0.64,1.3,,1.7,Gr,Br,Y,,,,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,152,D,0.72,1.4,,1.3,Gr,Br,Y,,H,,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,153,D,0.55,1.6,,1.3,Gr,Br,Y,,N,,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,154,D,0.67,1.5,,1.7,Gr,Br,Y,,H,,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,155,D,0.87,1.4,,0.3,Gr,Br,N,,H,,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,156,UD,0.27,0.8,,0.5,Gr,Br,N,,,,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,157,UD,0.72,1.2,,0.2,Gr,Br,N,,,,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,158,D,1.82,2.7,,1.2,Gr,Br,N,,N,,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,159,D,0.43,1,,1.1,Gr,Br,N,,N,,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,160,D,0.52,1.2,,0.8,Gr,Br,N,,"N, H",,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,161,UD,0.58,1.2,,0.2,Gr,Br,N,,,,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,162,D,1.2,1.5,,0.9,Gr,Br,N,,"N, H",,,,,
LU,"LU, HAS",11/5/2021,,STEER,10/19/2021,AVGE,163,UD,0.36,1,,0.7,Gr,Br,N,,,,,,,
